Date_Label,Date_Sort,Tradition_System,Sub_Tradition,Entry_Type,Title_Event,Person_Visionary,Location,Source_Text,Description,Key_Motifs,Parallel_Systems,Scholarly_Source,Evidence_Tier,Notes
"c. 1243 BCE","-1242","Eurasian Precursor","Neo-Assyrian Esoteric","Comparative Note","Parpola's Mapping: Mesopotamian Gods → Kabbalistic Sefirot (JNES 1993 fig. 7)","Simo Parpola (1993 reconstruction)","Assur / Nippur / Babylonia","Parpola JNES 52/3 (1993) pp. 176–182 and fig. 7; Tallqvist 'Akkadische Götterepitheta' (Helsinki 1938)","Parpola places Mesopotamian gods in the ten Sefirotic positions: KETER=Anu (Heaven; #1; father of gods); HOKHMAH=Ea/Enki (wisdom; #60; 'sage of gods; lord of secrets'); BINAH=Sin/Moon (deep intellect; #30; 'whose counsel nobody perceives'); HESED=Marduk (merciful father; #50); DIN/GEVURAH=Shamash (divine judge; #20); TIFERET=Ishtar/Venus (beauty/love; #15); NETZAH=Ninurta/Nabu (victory warrior; #50/10); HOD=Adad/Girru (storm splendor; #10); YESOD=Nergal (strength/foundation; #14); MALKHUT=the king (distributor of the divine stream). Biblical evidence: 1 Chr 29:11 lists gedullah-gevurah-tiferet-nezah-hod in exact Sefirotic diagram order.","Keter=Anu; Hokhmah=Ea; Binah=Sin; Hesed=Marduk; Gevurah=Shamash; Tiferet=Ishtar; Netzah=Ninurta/Nabu; Hod=Adad; Yesod=Nergal; Malkhut=king","Hekhalot (angelic names ending in -EL mirror Mesopotamian divine names in same positions); OT Visions (1 Chr 29:11 David's blessing enumerates five Sefirot in order); Kabbalah (direct ancestral model)","Parpola JNES 52/3 (1993) pp. 176–182; Scholem 'Origins of the Kabbalah' (1987); Idel 'Kabbalah: New Perspectives' (1988)","A","Parpola's reconstruction is the strongest published case for Mesopotamian origin of the Sefirot; 1 Chr 29:11 Sefirotic sequence = biblical-level evidence (Tier A)"
"c. 1200–600 BCE","-1200","Eurasian Precursor","Mesopotamian (Babylonian)","Text","Enuma Elish – Sacred Tree Cosmogony as Encoded Mathematical Theogony","Anonymous Babylonian scholars; canonical version c. 1200 BCE","Babylon / Nippur","Enuma Elish Tablets I–VII; Lambert & Millard ed. (1969); Parpola JNES 52/3 (1993) pp. 190–191","Parpola demonstrates Enuma Elish encodes the Tree diagram: Apsu + Mummu + Tiamat = primordial undifferentiated unity (En Sof equivalent); Lahmu/Lahamu = binary system of oppositions; Anshar = Assur = the Infinite Light; Anu emanated as Anshar's 'mirror' (not created, but reflected); mystic numbers of gods embedded in narrative sequence. The theogony is a mathematical process encoded in mythological language. Parpola explicitly compares Apsu-Tiamat to Shiva-Shakti in primordial union: 'the metaphysical propositions of Tantra are stated in very similar terms.'","Mathematical cosmogony; binary oppositions; emanation not creation; primordial zero; Anshar as Endless Light; Apsu-Tiamat = Shiva-Shakti","Hekhalot (same divine council structure); Kabbalah (En Sof parallel to Anshar); Kundalini (Apsu-Tiamat = Shiva-Shakti primordial undivided consciousness – Parpola's own explicit comparison; Tier B)","Parpola JNES 52/3 (1993) pp. 190–191 and nn. 109–116; Wallis 'Neoplatonism' (1972) pp. 47–72","B","Parpola's mathematical reading is speculative but internally consistent; the Tantra comparison is Parpola's own (not a New Age overlay); mystic number sequences are independently verifiable (Tier A for numbers; Tier B for cosmogonic interpretation)"
"c. 2100–600 BCE","-1800","Eurasian Precursor","Mesopotamian (Babylonian)","Text","Gilgamesh Epic – Tree Diagram as Structural Map of Mystical Ascent (Parpola)","Anonymous; canonical version by Sin-leqi-unninni c. 1200 BCE","Uruk / Nippur / Nineveh","Standard Babylonian Gilgamesh Epic (George, OUP 2003); Parpola JNES 52/3 (1993) pp. 192–195","Parpola argues the 12-tablet Gilgamesh Epic is structured after the Sefirotic Tree (each tablet = one node); Tablets I–VIII = soul development through lower Sefirot; Tablet IX = passage through Daat (void before divine union; the dark-mountain passage); Tablets X–XI = cosmic knowledge journey; Tablet XII = Crown (Anu) = mystical reunion with Enkidu and secrets of the afterlife. The Epic's hidden 'secret' = the same 'secret of the world' later revealed in Hekhalot Rabbati. The 'walls of Uruk' = the Tree as structural diagram; the 'lapis lazuli tablet' = the hidden esoteric key.","12 tablets = 12 Sefirotic positions; Tablet IX = Daat void; lapis lazuli tablet; secret of immortality; gates and walls; passage through darkness","Hekhalot (Hekhalot Rabbati = same 'ascent to heaven' secret Gilgamesh obtains); OT Visions (Daniel's cosmic journey; Ezekiel's ascent); Kundalini (journey through dangers = kundalini obstacles at each chakra – Tier C)","Parpola JNES 52/3 (1993) pp. 192–195; George 'The Babylonian Gilgamesh Epic' (OUP 2003); Idel 'Kabbalah: New Perspectives' (1988) pp. 88–94","B","Parpola's structural reading is a minority scholarly view; his linkage of Gilgamesh's 'secret' to Hekhalot's 'secret of the world' is his most important insight connecting Mesopotamian narrative to Jewish mystical practice"
"c. 2600–1200 BCE","-2600","Eurasian Precursor","Mesopotamian (Sumerian/Akkadian)","Text","Etana Myth – Eagle Ascent as Earliest Recorded Heavenly Ascent Narrative","Etana (mythological king of Kish)","Kish / Nippur (Sumer / Akkad)","Etana Myth (Kinnier Wilson, 'The Legend of Etana' 1985); Parpola JNES 52/3 (1993) pp. 195–200","Etana ascends to heaven on the back of an eagle through seven heaven levels to retrieve the 'plant of birth'; earth shrinks to a point as they ascend. Parpola links this to the Merkabah tradition: eagle = divine chariot; plant of birth = the Tree; ascent for the birth-secret = Hekhalot ascent for divine secrets. In Ishtar's vision within the myth the eagle is described as a beautiful winged man – identified by Parpola with the Sefirah Tiferet/Ishtar.","Eagle as chariot; seven-level ascent; earth shrinking below; divine secret retrieval; plant of birth; Ishtar vision of the eagle-man","Hekhalot (eagle chariot = Merkabah; Etana's ascent = prototype of Jewish heavenly ascent – Tier B); OT Visions (Elijah's chariot; Ezekiel's Merkabah); Kundalini (eagle = Garuda vehicle of Vishnu in kundalini iconography – Tier C)","Parpola JNES 52/3 (1993) pp. 195–200; Kinnier Wilson 'The Legend of Etana' (1985)","B","Etana myth = earliest known narrative of heavenly ascent (c. 2600 BCE tradition); eagle-vehicle is pan-Eurasian (Garuda; Zeus's eagle; Horus-falcon; Simurgh); Parpola proves the Ishtar-Tiferet identification within the myth itself"
"c. 900–612 BCE","-900","Eurasian Precursor","Neo-Assyrian Imperial","Transmission","Neo-Assyrian Tree Doctrine Spreads to Vassal Territories – Six Post-Assyrian Daughter-Systems","Assyrian court scholars (ummanu); scribes; prophets","Nineveh / Calah / Dur-Sharrukin → vassal territories (Judah; Persia; Greece; Babylonia)","Parpola JNES 52/3 (1993) pp. 189–190; SAA 3; 1 Chr 29:11 (biblical evidence)","After the fall of the Assyrian empire (612 BCE) the Tree's religious ideas spread to former vassals; Parpola identifies six 'new religions' emerging simultaneously after Assyrian collapse: (1) Zoroastrianism (Persia); (2) Pythagoreanism (Greece); (3) Orphism (Greece); (4) Platonism (Greece); (5) Jewish monotheism (Babylonian exile); (6) Kabbalah via Babylonian rabbinical schools. Neoplatonists Plotinus and Porphyry themselves said Pythagorean and Platonic teachings came from 'the East.' Biblical passage 1 Chr 29:11 enumerates five Sefirotic names in exact Sefirotic diagram order — biblical-level documentation of the diagram's absorption into Hebrew theology.","Post-Assyrian transmission; six daughter-traditions; Babylonian exile as conduit; oral tradition preserved; Achaemenid absorption of Assyrian symbolism","Hekhalot (Babylonian rabbinical schools = direct conduit for Merkabah mysticism); Kabbalah (transmitted via Aaron ben Samuel of Babylonia to Italy, 870 CE); Zoroastrianism (dualist Tree pillars); Greek philosophy (Pythagorean sacred numbers = Mesopotamian divine numbers)","Parpola JNES 52/3 (1993) pp. 189–190; Scholem 'Major Trends in Jewish Mysticism' (1941); Burkert 'The Orientalizing Revolution' (1992)","B","Six philosophical-religious systems simultaneously emerging after Assyrian collapse is historically striking; Babylonian exile → Kabbalah is Tier A; Pythagorean-Platonic connection is Tier B; all six systems share a ten-attribute divine structure"
"c. 3100–332 BCE","-3100","Eurasian Precursor","Egyptian","Origin Marker","Egyptian Djed Pillar – Backbone of Osiris / Vertical Energy Column","Osirian cult; pharaonic tradition","Memphis / Abydos / Heliopolis (Egypt)","Pyramid Texts c. 2400 BCE; Book of the Dead; Djed raising ceremony; Clark 'Myth and Symbol in Ancient Egypt' (1959)","The Djed pillar (Dd) = 'stability; backbone of Osiris'; raised annually in the Djed ceremony at Memphis; represents the spinal column of the cosmic god Osiris; four horizontal bands (vertebrae/stacked rings); raises the deceased to immortality; vertical axis linking earth to heaven. The Djed as structural parallel to the sushumna nadi (central channel) and stupa spire — the ritual raising of the Djed spine IS the Egyptian equivalent of kundalini activation.","Djed pillar; Osiris backbone; four horizontal bands; stability; immortality; vertical axis; raising ceremony","Kundalini (Djed = backbone/spine = sushumna; four bands as proto-chakra levels – Tier C); Hekhalot (vertical axis linking realms = seven-hall vertical axis); OT Visions (Moses' brazen serpent Nehushtan; brazen pillar)","Clark 'Myth and Symbol in Ancient Egypt' (1959) pp. 239–243; Budge 'Osiris and the Egyptian Resurrection' (1911); Reymond 'The Mythical Origin of the Egyptian Temple' (1969)","B","Djed as kundalini spine is Tier C for the causal parallel; Djed as axis mundi / immortality symbol is Tier A in Egyptian context; four bands as proto-chakra markers is Tier C"
"c. 3000–1500 BCE","-3000","Eurasian Precursor","Egyptian","Origin Marker","Egyptian Nine Body-Souls (Ka / Ba / Akh / Sahu / Sekhem) – Subtle Body System","Egyptian funerary tradition","Heliopolis / Memphis / Thebes (Egypt)","Pyramid Texts; Coffin Texts; Book of the Dead; Assmann 'Death and Salvation in Ancient Egypt' (Cornell UP 2005)","Egyptian nine-body system: Khat (physical body); Ka (vital double = prana/life-force); Ba (individual soul-bird that ascends; personal divine faculty); Akh (luminous transfigured spirit = goal of transformation); Sahu (spiritual body); Sekhem (power-body); Ren (true name); Ib (heart-soul); Khaibit (shadow). System of ascending transformation from physical to luminous body: Ka=prana; Ba=individual soul; Akh=enlightened luminous state = sahasrara parallel. Most sophisticated ancient subtle-body system outside India.","Ka (vital double/prana); Ba (soul-bird ascent); Akh (luminous spirit); Sahu (spiritual body); nine body-souls; ascending transformation; luminous goal","Kundalini (Ka=prana; Akh=luminous awakening at sahasrara – Tier B); Hekhalot (Enoch/Metatron transformation into luminous angelic form = Akh process – Tier A parallel); Meditation Timeline","Assmann 'Death and Salvation in Ancient Egypt' (Cornell UP 2005); Hornung 'Conceptions of God in Ancient Egypt' (1982); Quirke 'Ancient Egyptian Religion' (1992)","B","Nine Egyptian body-souls = most sophisticated ancient subtle-body system outside India; Ka-prana and Akh-sahasrara parallels are Tier B; nine bodies vs. seven chakras requires caution in cross-cultural comparison"
"c. 1500–500 BCE","-1500","Kundalini/Subtle Body","Vedic (Five Elements / Tattvas)","Origin Marker","Pancha Mahabhutas + Five Tattva Geometric Shapes – Foundations of Kundalini and Stupa Design","Vedic rishis; codified in Samkhya and Tantric traditions","Northern India","Taittiriya Upanishad 2.1–5; Samkhya Karika; Tantric tattva texts; Rigveda (Mahabhuta proto-references)","The five primordial elements (Pancha Mahabhutas) are paired with five geometric tattva shapes: (1) PRITHVI/Earth = yellow square = muladhara chakra = solidity; (2) APAS/Water = silver crescent = svadhisthana = fluidity; (3) AGNI/Fire = red upward triangle = manipura = transformation; (4) VAYU/Air = blue circle = anahata = movement; (5) AKASHA/Space = black bindu point or egg = vishuddha = pure vibration/sound. These five shapes simultaneously define: (a) the five lower chakras; (b) the five architectural levels of the stupa; (c) the Vedic cosmological elements; (d) the system of tactile/visual tattva meditation for kundalini activation. Direct structural parallel to Plato's five regular solids in the Timaeus.","Yellow square (earth/muladhara); silver crescent (water/svadhisthana); red triangle (fire/manipura); blue circle (air/anahata); black bindu point (space/vishuddha); five geometric forms; chakra correspondence","Kundalini (each tattva governs a specific chakra; tattva visualization = primary kundalini activation technique); Stupa design (five tattva shapes = five stupa architectural levels – CRITICAL link); Platonic Solids (Plato's five regular solids = Greek parallel to the same five-element geometry); Hekhalot (five-element material world = substrate of lower Sefirotic levels)","Feuerstein 'The Yoga Tradition' (1998) pp. 108–114; Avalon/Woodroffe 'The Serpent Power' (1919) ch. 3; Zimmer 'Myths and Symbols in Indian Art and Civilization' (1946); Taittiriya Upanishad 2.1–5","A","THE foundational Vedic subtle-body / cosmic-element system; every subsequent kundalini and stupa system builds on this five-shape framework; tattva geometric forms attested in Tantric iconography from c. 800 CE onward but philosophical basis is Vedic; structural parallel to Platonic five solids is Tier A; causal link is Tier B–C"
"c. 500–100 BCE","-400","Kundalini/Subtle Body","Buddhist / Vedic Architectural","Origin Marker","Stupa as Verticalized Five-Element Cosmos – Pancha Dhatu Architecture (Snodgrass)","Ashoka and subsequent Buddhist traditions; architects","India (Sanchi; Amaravati; Bharhut); later Tibet; Java; Sri Lanka","Drimed Namnyiy (Tibetan canonical stupa symbolism); Snodgrass 'The Symbolism of the Stupa' (Cornell SEAP 1985)","The stupa IS the five Vedic elements and five tattva shapes stacked vertically as a complete cosmology and subtle body: (1) SQUARE BASE = Prithvi/Earth = yellow = muladhara = foundation; (2) SPHERICAL DOME (anda) = Apas/Water = white = cosmic egg/womb = svadhisthana; (3) TRIANGULAR/CONICAL HARMIKA SPIRE = Agni/Fire = red = transformation = manipura; (4) CRESCENT CANOPY = Vayu/Air = blue = liberation = anahata; (5) CIRCULAR FINIAL / BINDU POINT = Akasha/Space = pure consciousness = vishuddha/sahasrara. The entire stupa = an externalized meditating Buddha's body; the Buddha's relics inside = inner fire of enlightenment; circumambulation (pradakshina) = activating the energy body around the central axis.","Square base (earth/muladhara); dome/anda (water/svadhisthana); spire/harmika (fire/manipura); crescent canopy (air/anahata); apex bindu (space/sahasrara); five elements stacked; cosmic egg; relics = inner fire; circumambulation = energy activation","Kundalini (stupa = exteriorized five-chakra body; five levels = five lower chakras; finial = sahasrara – Tier B); Vedic Mahabhutas (direct application of tattva system); Platonic Solids (same five-element hierarchy from earth-cube to aether-point); Mesopotamian Tree (stupa = Buddhist tree-of-life equivalent; axis mundi function identical)","Snodgrass 'The Symbolism of the Stupa' (Cornell SEAP 1985) – definitive; Beer 'The Handbook of Tibetan Buddhist Symbols' (2003) ch. 4; Zimmer 'Myths and Symbols in Indian Art and Civilization' (1946) pp. 140–162; Coomaraswamy 'The Origin of the Buddha Image' (1927)","A","Snodgrass (1985) is the authoritative source establishing stupa-as-five-elements; the five-tattva-shape architectural system is unambiguously documented (Tier A); the kundalini-stupa parallel is Tier B and discussed in modern comparative scholarship"
"c. 300–100 BCE","-200","Kundalini/Subtle Body","Buddhist Tantric","Comparative Note","Stupa Yasti (Inner Axis Pillar) and Chattravali (Ring Spire) – Buddhist Subtle-Body Column","Buddhist Tantric tradition","India / Tibet / Central Asia","Snodgrass 'The Symbolism of the Stupa' (1985) pp. 295–310; Beer 'Handbook of Tibetan Buddhist Symbols' (2003)","The stupa's central pillar (yasti = 'life-tree') runs from foundation to apex through the dome; above the dome rises the chattravali: a stack of rings/discs (13 in Tibetan tradition = 13 stages to enlightenment: 10 bhumi + 3 special states); the inner axis pillar = sushumna; the rings = the chakra column; circumambulation mimics kundalini circling the central channel; the entire stupa IS a three-dimensional visualization of the subtle body standing upright with spine extended. Yasti = sushumna; chattravali = chakras ascending to the crown bindu.","Yasti (inner axis pillar = sushumna); chattravali (13 rings = chakra/bhumi column); circumambulation; bhumi stages; inner life-tree; three-dimensional subtle body visualization","Kundalini (yasti = sushumna; chattravali rings = chakra column – Tier B; most direct architectural kundalini parallel); Hekhalot (13-stage ascent parallel to seven halls); Five Elements (stupa lower five = tattvas; upper rings = stages beyond material elements)","Snodgrass 'The Symbolism of the Stupa' (1985) pp. 295–310; Beer 'The Handbook of Tibetan Buddhist Symbols' (2003) pp. 215–225","B","Yasti/chattravali as subtle body column documented in Tibetan canonical texts (Tier A for Buddhist meaning); 13 rings = specific bhumi stages (Tier A); kundalini-spine parallel is Tier B"
"c. 1000–700 BCE","-900","Eurasian Precursor","Iranian / Avestan","Origin Marker","Haoma Tree / Gaokerena – Zoroastrian Cosmic Axis (Post-Assyrian System per Parpola)","Zarathustra / Zoroastrian tradition","Eastern Iran (Airyana Vaejah / Bactria)","Avesta: Yasna 9–11 (Haoma hymns); Vendidad; Bundahishn; Boyce 'A History of Zoroastrianism' vol. 1 (1975)","White Haoma tree (Gaokerena) grows in the Vourakasha sea at the center of the world; the Saena/Simurgh bird nests at the crown; eating Haoma grants immortality and resurrection; cosmic axis connecting heaven and earth; a second tree (Asha-sp = 'tree of all seeds') disperses all plants; the serpent of Ahriman (evil) attacks the root but is repelled by the kar-fish. Structurally identical to the Assyrian Tree (eagle at top; serpent at root; cosmic sea; immortality function) and Norse Yggdrasil. Parpola identifies Zoroastrianism as a direct post-Assyrian outgrowth of the Tree theology.","White Haoma tree; Vourakasha cosmic sea; Saena/Simurgh at crown; serpent at root; immortality; cosmic axis; seeds of all plants; kar-fish protector","Mesopotamian Tree (Haoma = direct parallel to Eridu kigkanu in cosmic sea; both grant immortality – Tier A structural connection); OT Visions (Eden Tree of Life); Kundalini (Haoma ritual = ecstatic pranic awakening – Tier C); Norse Yggdrasil (eagle-crown/serpent-root = identical three-world motif); Steppe World Tree","Boyce 'A History of Zoroastrianism' vol. 1 (1975) pp. 156–160; Gnoli 'Zoroaster's Time and Homeland' (1980); Parpola JNES 52/3 (1993) p. 189 (Zoroastrianism as post-Assyrian outgrowth)","A","Haoma tree = white axis mundi with Simurgh (eagle) at crown and serpent at root = structurally identical to pan-Eurasian world-tree pattern; haoma/soma ritual = earliest documented entheogenic-ecstatic tradition in Eurasia; Parpola places Zoroastrianism as direct post-Assyrian outgrowth"
"c. 570–350 BCE","-540","Eurasian Precursor","Greek (Pythagorean / Platonic)","Origin Marker","Pythagorean Tetractys and Plato's Five Regular Solids – Mathematical Tree of Life and Greek Tattva System","Pythagoras (c. 570–495 BCE); Plato (428–348 BCE)","Samos / Croton / Athens","Pythagorean sources via Iamblichus; Plato 'Timaeus' 53c–56c; Parpola JNES 52/3 (1993) pp. 186–188 and Excursus 3 pp. 205–208","Pythagorean tetractys (1+2+3+4=10; triangular arrangement of 10 points) encodes the same mathematical structure as the Assyrian Tree's 10 divine-number positions. Pythagoras spent years in Babylon learning from the Magi (ancient testimony). Plato's Timaeus assigns five regular solids to the five elements: CUBE=Earth; ICOSAHEDRON=Water; TETRAHEDRON=Fire; OCTAHEDRON=Air; DODECAHEDRON=Aether — exactly parallel to Vedic Pancha Mahabhutas with their five tattva shapes (square; crescent; triangle; circle; bindu point). Parpola argues Pythagoreanism, Orphism, and Platonism all emerged simultaneously from Assyrian intellectual collapse (c. 612 BCE).","Tetractys (10 points = 10 nodes); Monad; five regular solids (cube/icosahedron/tetrahedron/octahedron/dodecahedron); five elements; Pythagorean sacred numbers = Mesopotamian divine numbers","Kundalini (Platonic five solids = Greek tattva-shape equivalent: cube=earth=muladhara; tetrahedron=fire=manipura etc. – Tier B; structural parallel to Vedic five tattvas is Tier A); Kabbalah (Sefer Yetzirah structures ten Sefirot as Pythagorean ten numbers); Vedic Mahabhutas (parallel five-element geometry); Stupa (same earth-to-aether hierarchy)","Parpola JNES 52/3 (1993) pp. 186–188; O'Meara 'Pythagoras Revived' (OUP 1989) p. 27; Cornford 'Plato's Cosmology' (1937) pp. 210–239; Burkert 'Lore and Science in Ancient Pythagoreanism' (1972)","B","Parpola identifies Pythagoreanism as post-Assyrian system; 10-point tetractys = 10-node Tree diagram is his mathematical proof; Platonic five solids = Greek codification of five-element geometry; structural parallel to Vedic tattvas is Tier A; causal link is Tier B–C"
"c. 2400–1900 BCE","-2400","Eurasian Precursor","Harappan / Indus Valley","Origin Marker","Harappan Sacred Fig Tree (Asvattha / Pipal) – Proto-Bodhi Tree and Inverted Cosmic Tree","Unknown Indus Valley civilization","Mohenjo-daro / Harappa / Dholavira (Indus Valley)","Harappan pottery and glyptic c. 2400 BCE; Parpola JNES 52/3 (1993) p. 162 n. 1 and p. 191 n. 109; Kepinski (1982)","Harappan sacred tree forms (attested in pottery, glyptic, Indus script since 2400 BCE) display Proto-Elamite and Akkadian influence; Parpola: 'basic doctrines of the Tree had already spread to India by the early third millennium BCE via Proto-Elamite intermediaries.' The Harappan sacred tree is the fig/pipal tree (asvattha / Ficus religiosa = Bodhi tree) = the same inverted tree of the Upanishads and Bhagavad Gita (roots above; branches below). This is NOT derived from the late Assyrian Tree but represents an earlier stage reaching India independently. Buddha's enlightenment under the pipal tree directly inherits this Harappan tradition.","Harappan fig tree / pipal (asvattha); Proto-Elamite influence; inverted cosmic tree (roots above; branches below); 2400 BCE attestation; Bodhi tree precursor; Bhagavad Gita inverted tree","Vedic/Kundalini (asvattha = Bodhi tree = Tree of Enlightenment; Buddha's enlightenment inherits Harappan sacred tree – Tier A); Mesopotamian Tree (shared 3rd-millennium Elamite intermediary per Parpola); Stupa (dome = cosmic egg = Harappan pipal dome association)","Parpola JNES 52/3 (1993) p. 162 n. 1; Mackay 'Further Excavations at Mohenjo-daro' (1938); Possehl 'The Indus Civilization: A Contemporary Perspective' (2002)","A","Harappan pipal/fig tree = one of the most common Harappan seal motifs (Tier A); identification as Vedic asvattha / Bodhi tree is Tier A; Proto-Elamite transmission vector is Tier B; possibly the oldest documented 'tree of enlightenment' motif"
"c. 1200–500 BCE","-1000","Eurasian Precursor","Scythian / Eurasian Steppe","Origin Marker","Scythian / Steppe World Tree – Eagle at Crown; Serpent at Root; Shamanic Cosmic Axis","Scythian; Saka; and related steppe cultures","Pontic Steppe / Central Asia (Ukraine through Kazakhstan to Altai Mountains)","Scythian metalwork (Pazyryk; Kul Oba; Tolstaya Mogila); Rolle 'The World of the Scythians' (1989); Anthony 'The Horse the Wheel and Language' (2007)","Steppe world tree attested across Eurasia from Black Sea to Mongolia: tree with eagle at crown; serpent/dragon at root; antithetical flanking animals (stags; horses; griffins); tree as cosmic axis connecting shamanic upper/middle/lower worlds; shaman ascends the world tree in trance; eagle = upper-world divine messenger; serpent = chthonic power. In Saka/Scythian art the eagle-serpent battle is one of the defining iconographic themes — directly parallel to Garuda-Naga in Indian tradition. Structurally identical to Mesopotamian sacred tree and Zoroastrian Gaokerena.","World tree; eagle at crown; serpent/dragon at root; flanking animals; shamanic three-world ascent; axis mundi; eagle-serpent battle; pan-Eurasian PIE substrate","Mesopotamian Tree (direct iconographic parallel; Scythians in contact with Assyria from 8th c. BCE – Tier B); Hekhalot (shamanic ascent through levels = Merkabah mysticism same structure); Kundalini (eagle-crown = sahasrara; serpent-root = muladhara kundalini – Tier C); Zoroastrian (Saena/Simurgh in Gaokerena = same eagle-in-tree); Norse Yggdrasil (identical eagle/serpent structure confirming PIE substrate)","Rolle 'The World of the Scythians' (University of California Press 1989); Anthony 'The Horse the Wheel and Language' (2007); Eliade 'Shamanism: Archaic Techniques of Ecstasy' (1964) ch. 8","A","Steppe world tree is pan-Eurasian and predates most textual traditions; eagle-crown / serpent-root polarity is the defining pan-Eurasian world-tree structure; confirms Proto-Indo-European substrate for the motif"
"c. 1000–1220 CE","1100","Eurasian Precursor","Norse / Germanic","Comparative Entry","Yggdrasil – Norse Cosmic Tree; Odin's Nine-Night Self-Sacrifice; Nine Worlds","Norse tradition; codified in Prose Edda (Snorri Sturluson c. 1220 CE)","Iceland / Scandinavia","Prose Edda (Gylfaginning ch. 15–16); Poetic Edda (Völuspá); Davidson 'Gods and Myths of Northern Europe' (1964)","Yggdrasil (Odin's gallows-tree / 'steed of the Terrible One') = cosmic ash connecting nine worlds; three roots reach to: Asgard (Urðarbrunnr well of fate); Jotunheim (Mimir's well of wisdom); Niflheim (Hvergelmir spring with dragon Niðhöggr gnawing the root). Eagle at crown; Niðhöggr at root; squirrel Ratatoskr carries messages up and down. Odin hangs for nine nights to gain the runes (esoteric knowledge through voluntary ordeal on the world-axis). Mimir's well of wisdom at the root = Ea's Apsu as wisdom-ocean (Mesopotamian structural parallel per Parpola).","Nine worlds; three roots; eagle at crown; Niðhöggr serpent at root; Odin nine-night ordeal; runes as gained esoteric knowledge; Mimir's well of wisdom","Steppe World Tree (structurally identical eagle/serpent polarity – PIE shared substrate); Mesopotamian Tree (Mimir's well = Ea's Apsu wisdom-ocean; Odin hanging = king-as-Tree mystical ordeal); Kundalini (Odin's nine-night ordeal on tree = tapas/kundalini activation through sustained suffering – Tier C); Hekhalot (runes as passwords obtained through divine ordeal – Tier C)","Davidson 'Gods and Myths of Northern Europe' (Penguin 1964); Simek 'Dictionary of Northern Mythology' (1993); Turville-Petre 'Myth and Religion of the North' (1964)","B","Yggdrasil is the most complete world-tree system in European tradition; eagle-serpent polarity confirms pan-Eurasian PIE pattern; Odin hanging = world-axis self-sacrifice shares theology with crucified Christ and Osiris-in-tree"
"c. 300 BCE–200 CE","-200","Eurasian Precursor","Daoist / Chinese","Origin Marker","Daoist Microcosmic Orbit (Xiao Zhoutian) – Chinese Kundalini Equivalent","Daoist inner alchemy (neidan) tradition; Yellow Emperor tradition","China (Han Dynasty and onward)","Huang Di Nei Jing (c. 300–100 BCE); 'The Secret of the Golden Flower' (Taiyi Jinhua Zongzhi); Ge Hong 'Baopuzi' (c. 320 CE); Cleary tr. (1991)","Microcosmic orbit (small heavenly circulation = Xiao Zhoutian): qi circulates through two primary channels: (1) Du Mai (Governing Vessel) = ascending along spine from tailbone (Huiyin) to crown (Baihui) = structurally equivalent to sushumna/kundalini rising; (2) Ren Mai (Conception Vessel) = descending from crown down front to perineum = completing the circuit. Three dan tian (cinnabar fields) as energy centers: lower dan tian (belly/navel) = muladhara equivalent; middle dan tian (heart) = anahata equivalent; upper dan tian (crown/third eye) = sahasrara equivalent. 'Return to the source' = union with Dao = kundalini reaching the crown.","Du Mai (spine-ascending = sushumna); Ren Mai (front-descending = circuit completion); three dan tian (lower/middle/upper = three chakra zones); qi circulation; inner alchemy; return to source","Kundalini (Du Mai = sushumna; three dan tian = lower-middle-upper chakra zones; microcosmic orbit = kundalini body-circuit – Tier A for structural parallel; independent development); Hekhalot (ascending channel to the divine = same vertical ascent motif); Stupa (three dan tian = three main stupa architectural levels)","Cleary 'The Secret of the Golden Flower' (1991); Despeux 'Taoisme et corps humain' (1994); Needham 'Science and Civilisation in China' vol. 5 pt. 5 (1983)","B","Du Mai/Ren Mai circuit = most structurally direct non-Indian parallel to kundalini; three dan tian = three-zone chakra system; independent development is Tier A; causal connection to Indian system is Tier C"
