"Historical Timeline (10,000 BCE - 1240 BCE)",,,,
552–744 CE,Rise of Göktürk Khaganate,Göktürks,Central Asia,"The Göktürk Khaganate emerges, influencing Turkic and Mongolic tribes, including the Tatars."
8th Century CE,Emergence of Tatar Confederation,Tatars,Mongolian Plateau,The Tatar Confederation becomes one of the five major tribal confederations on the Mongolian Plateau.
744–840 CE,Uyghur Khaganate dominance,Uyghurs,Central Asia,"The Uyghur Khaganate dominates Central Asia, influencing the Tatars and other nomadic groups."
744–750 CE,Toquz Tatars' failed revolt,"Toquz Tatars, Sekiz-Oghuz",Central Asia,The Toquz Tatars ally with the Sekiz-Oghuz in a failed revolt against the Uyghur Khaganate.
750–1258 CE,Rise of Abbasid Caliphate,Abbasids,"Middle East, North Africa","The Abbasid Caliphate rises, facilitating trade and cultural exchanges across Eurasia."
1202 CE,Conquest of Tatar Confederation,"Genghis Khan, Tatars",Mongolian Plateau,"Genghis Khan conquers the Tatar Confederation, absorbing its people into the Mongol Empire."
1206–1368 CE,Mongol Empire expansion,Mongols,Eurasia,"The Mongol Empire becomes the largest contiguous empire in history, connecting East Asia, Central Asia, and Europe."
1185–1333 CE,Kamakura Shogunate establishment,Japanese,Japan,"The Kamakura Shogunate establishes a feudal system in Japan, influenced by continental migrations."
1934–1945,Fugu Plan,"Japanese, Jewish refugees",Japan,"Japan shows interest in Jewish refugees during WWII, known as the Fugu Plan."
1941–1945,The Holocaust,"Nazis, Jews",Europe,The Holocaust leads to the displacement and genocide of Jewish populations in Europe.
20th Century,Genetic research advancements,Various Eurasian populations,Eurasia,"Advances in genetic research reveal connections between Eurasian populations, including Turkic, Mongolic, and East Asian groups."
